Ticket ID,Customer ID,Customer Name,Email Address,Phone Number,Support Issue Category,Issue Description,Ticket Priority,Ticket Status,Support Representative,Resolution Description,Resolution Date,Ticket Created Date,Ticket Closed Date,Customer Satisfaction Rating,Follow-up Status,Customer Location,Product ID (Linked to Issue),Communication Channel,Escalation Level,Resolution Time,Assigned Team
JRS2GCVN,SV1THBSC,Customer_UAFSQ,GB3KH@example.com,+1-4050790155,Inquiry,Issue description for order 66DTOGNOID,Medium,Closed,Representative_K3RMZ,Resolution for order 66DTOGNOID,2023-12-15,2023-12-01,2023-12-30,1,Completed,Location_FDUYW,ZQ2AFYAJ,Email,Level 2,3,Team_NI1
WRBCB85N,JJX8QATA,Customer_DKY97,DZ477@example.com,+1-3301576916,Feedback,Issue description for order UYP3N3DYSS,Medium,Closed,Representative_85FDI,Resolution for order UYP3N3DYSS,2023-12-15,2023-12-20,2023-12-25,1,Completed,Location_4D1E8,2ZVIY9CF,Phone,Level 1,3,Team_7A5
BH82XEFX,23YU48QB,Customer_DLOTY,XCR6P@example.com,+1-7760456253,Complaint,Issue description for order FOG36AY7MW,Medium,Open,Representative_C5MM3,Resolution for order FOG36AY7MW,2023-12-20,2023-12-20,2023-12-30,1,Completed,Location_X3IP9,BKLM47LI,Chat,Level 2,3,Team_V2Z
YUVAPXMM,V5G8LZ8X,Customer_XBGPZ,ZUYR7@example.com,+1-8864573443,Refund,Issue description for order YJFVUGQCEM,Low,Open,Representative_PBHB4,Resolution for order YJFVUGQCEM,2023-12-20,2023-12-01,2023-12-10,4,Completed,Location_GJ7QI,6G549ERU,Email,Level 2,2,Team_AAA
UBNH4KJG,LJCHCXD1,Customer_SEJUU,X83Y9@example.com,+1-3030226210,Refund,Issue description for order WWJ3J9GCCC,High,In Progress,Representative_61RLH,Resolution for order WWJ3J9GCCC,2023-12-20,2023-12-10,2023-12-10,2,Pending,Location_V5OR0,Q2NTGJCB,Email,Level 3,3,Team_X5W
02X324O6,DPBH563R,Customer_KTQRL,HXF95@example.com,+1-2319175257,Complaint,Issue description for order 5LPU33Y0EL,High,Closed,Representative_SP0O0,Resolution for order 5LPU33Y0EL,2023-12-15,2023-12-20,2023-12-25,4,Completed,Location_VDD6M,UXPZHKY3,Phone,Level 3,4,Team_HJO
1W4JGBXA,E9MOQ2BP,Customer_DSM6R,MVWVX@example.com,+1-4671901998,Refund,Issue description for order 3NZQJL71B6,Low,Open,Representative_OXFP1,Resolution for order 3NZQJL71B6,2023-12-20,2023-12-10,2023-12-30,1,Completed,Location_CA8DF,35O19YQ8,Phone,Level 2,5,Team_ED4
2N0C9C2F,LD0C6DG9,Customer_ICHAV,S6MCO@example.com,+1-3597442217,Feedback,Issue description for order I8PBG5HGKM,Medium,Closed,Representative_ZUKJQ,Resolution for order I8PBG5HGKM,2023-12-10,2023-12-20,2023-12-25,1,Completed,Location_4U181,U2JK5PYQ,Email,Level 1,1,Team_S3D
G9I07NVY,APTEZWD4,Customer_SW24S,8PRGN@example.com,+1-1178937011,Inquiry,Issue description for order 3F3J99KA8N,Low,Closed,Representative_39YOD,Resolution for order 3F3J99KA8N,2023-12-20,2023-12-01,2023-12-25,4,Completed,Location_XTUZ6,FE351TPI,Email,Level 2,1,Team_IVG
53ZHNG68,LY9CLQK9,Customer_WAC7Z,QYUS7@example.com,+1-7065732812,Refund,Issue description for order Y2NWL9VYJS,Low,Closed,Representative_CHWCN,Resolution for order Y2NWL9VYJS,2023-12-20,2023-12-20,2023-12-25,2,Completed,Location_LQPN7,RJQZCV0K,Email,Level 1,4,Team_SUI
X6ZP6DQF,4DMUXFS9,Customer_QXZW8,U6YIS@example.com,+1-6297398853,Complaint,Issue description for order 6V6V2DH4TN,High,Open,Representative_8YJJS,Resolution for order 6V6V2DH4TN,2023-12-10,2023-12-10,2023-12-10,4,Pending,Location_T12CI,0QQWPQMG,Email,Level 3,2,Team_RNJ
53EDO9PK,KY9K0XRV,Customer_7EN7O,X3U15@example.com,+1-2758414061,Feedback,Issue description for order GI4MECE0PX,Low,Closed,Representative_YMY6Y,Resolution for order GI4MECE0PX,2023-12-10,2023-12-20,2023-12-10,1,Completed,Location_O8878,4TTJUO5A,Phone,Level 3,3,Team_15L
6Z3BU58P,AVYXIHUU,Customer_5ICWD,566ZA@example.com,+1-6662126729,Refund,Issue description for order D23TQ0VPPT,High,Open,Representative_XDCM1,Resolution for order D23TQ0VPPT,2023-12-20,2023-12-10,2023-12-30,1,Completed,Location_8R4OC,XFRNQHVI,Phone,Level 2,10,Team_8SY
BH0MILJA,X3LYQERK,Customer_KE5P2,7M9NC@example.com,+1-2506061273,Inquiry,Issue description for order 05C218O4YC,Low,Closed,Representative_SR9MV,Resolution for order 05C218O4YC,2023-12-15,2023-12-01,2023-12-25,4,Pending,Location_OKT4W,CEWSQGFV,Chat,Level 1,8,Team_AC2
OXPKD3C7,CDA7EPN5,Customer_8R9YP,97NLM@example.com,+1-2746438360,Complaint,Issue description for order JZ6GZQ5V9M,Medium,Open,Representative_Z6ZUI,Resolution for order JZ6GZQ5V9M,2023-12-10,2023-12-10,2023-12-25,5,Completed,Location_X1UZ1,M4L6ZCQ0,Email,Level 1,4,Team_XH2
EGTIUH9Q,CZ5CF3DQ,Customer_IG5FY,BGI9K@example.com,+1-4111494234,Inquiry,Issue description for order MPH5UWWGHS,High,In Progress,Representative_QM9A2,Resolution for order MPH5UWWGHS,2023-12-10,2023-12-20,2023-12-25,5,Completed,Location_RHASO,S5IZ00FK,Chat,Level 1,10,Team_95K
8Z70TF58,A6RMRW1C,Customer_S1280,T0KRQ@example.com,+1-8903139474,Complaint,Issue description for order MMOGVVQ5ZX,High,Closed,Representative_GR80L,Resolution for order MMOGVVQ5ZX,2023-12-15,2023-12-10,2023-12-30,4,Pending,Location_XHAOW,OLBR0NMX,Phone,Level 3,8,Team_LG7
07KXALES,WYSKFUUK,Customer_N8WV6,KOH9R@example.com,+1-3378340431,Feedback,Issue description for order 2KJ8YCWJD8,Low,In Progress,Representative_3YJMJ,Resolution for order 2KJ8YCWJD8,2023-12-15,2023-12-10,2023-12-10,2,Completed,Location_MX7ZI,QACK2HVA,Email,Level 1,5,Team_3VM
VXHFHEQL,5D61TAHH,Customer_D8FGM,VKGMF@example.com,+1-6991170801,Feedback,Issue description for order 4OEIJJIRMI,Low,Closed,Representative_FY0BG,Resolution for order 4OEIJJIRMI,2023-12-10,2023-12-01,2023-12-10,5,Pending,Location_663O9,FZE2Y3UD,Email,Level 2,1,Team_1KM
TDIZK6UK,31NS9ITV,Customer_ZWF90,TNDX9@example.com,+1-9518495270,Complaint,Issue description for order NCHBFRBRGB,Medium,Open,Representative_QZDJ9,Resolution for order NCHBFRBRGB,2023-12-20,2023-12-01,2023-12-25,5,Pending,Location_DZOVD,GGWB4V8Q,Chat,Level 2,1,Team_2JG
GCUGMG45,0EDRBW5M,Customer_Z0ZPA,QEGUQ@example.com,+1-7729394106,Complaint,Issue description for order V3E54ABZ0W,Low,In Progress,Representative_90EOL,Resolution for order V3E54ABZ0W,2023-12-20,2023-12-20,2023-12-30,3,Pending,Location_XF90V,B3BE9GKM,Chat,Level 1,1,Team_0AG
FDNIBJMA,N1W66LVW,Customer_34YKK,RIOX5@example.com,+1-7083445806,Complaint,Issue description for order F651CX1GDV,Low,Open,Representative_TYVTG,Resolution for order F651CX1GDV,2023-12-15,2023-12-20,2023-12-30,1,Pending,Location_YCBP2,O0S960GM,Phone,Level 1,1,Team_58E
PEN348DK,97VB6K18,Customer_5LPN5,VATPR@example.com,+1-7600731057,Feedback,Issue description for order WCOLPSA43R,Medium,Closed,Representative_WOZ2L,Resolution for order WCOLPSA43R,2023-12-10,2023-12-10,2023-12-30,3,Pending,Location_SUCTG,QCVEKHLE,Email,Level 2,5,Team_THB
55HD16A4,92B252I7,Customer_SB7L0,OATOC@example.com,+1-2625580423,Refund,Issue description for order ZHZXXPH1LT,Low,Open,Representative_UJJ31,Resolution for order ZHZXXPH1LT,2023-12-20,2023-12-10,2023-12-30,5,Pending,Location_PTX6A,ZUDQEBOF,Email,Level 2,4,Team_RV6
9JU0627R,C5Q5FR3A,Customer_6X6NL,FPH3G@example.com,+1-3347970894,Inquiry,Issue description for order X4BTS7J76R,Low,Open,Representative_5KNGM,Resolution for order X4BTS7J76R,2023-12-10,2023-12-01,2023-12-30,1,Pending,Location_SC3AA,7Y35SBEN,Phone,Level 2,7,Team_TUO
ZS0ZPR31,Y7FWHRNC,Customer_BX21H,LTLKU@example.com,+1-4269237905,Complaint,Issue description for order VAT0510VVB,Medium,Closed,Representative_8W0GH,Resolution for order VAT0510VVB,2023-12-10,2023-12-01,2023-12-25,5,Pending,Location_RB885,16YYC4FC,Chat,Level 1,6,Team_LU2
IDYVVD3J,A48HF0DE,Customer_OJU07,2WQEL@example.com,+1-1692335470,Complaint,Issue description for order RM7L74P0U7,Low,In Progress,Representative_I5C3X,Resolution for order RM7L74P0U7,2023-12-20,2023-12-10,2023-12-30,5,Pending,Location_MGWZK,PNP3B98M,Email,Level 2,8,Team_1I8
962IVLJX,T851HB50,Customer_801US,HDFCO@example.com,+1-6439322152,Refund,Issue description for order 5DSXZAFI0Q,Low,Closed,Representative_V6XXY,Resolution for order 5DSXZAFI0Q,2023-12-15,2023-12-01,2023-12-30,1,Pending,Location_S1IE9,NVRQREGF,Chat,Level 3,10,Team_QBL
DH6AFMIY,W269O1C5,Customer_QDDGS,2S286@example.com,+1-1620152171,Inquiry,Issue description for order JVUIXEL8GK,Medium,In Progress,Representative_48J6H,Resolution for order JVUIXEL8GK,2023-12-10,2023-12-20,2023-12-30,1,Pending,Location_MKYKX,D6CYY063,Chat,Level 3,4,Team_NRY
6QSI7GKV,Q91RY3S1,Customer_L2VF7,KDIZU@example.com,+1-5046159926,Inquiry,Issue description for order TTPGOU7GVK,Low,Closed,Representative_YVMO2,Resolution for order TTPGOU7GVK,2023-12-10,2023-12-10,2023-12-25,2,Completed,Location_K5XCS,GWRUOM65,Chat,Level 1,4,Team_4JJ
VH0NJ1UC,86D0MNJG,Customer_AMSKB,KWQM0@example.com,+1-5563457741,Inquiry,Issue description for order P9669G86WU,High,Closed,Representative_XN5XM,Resolution for order P9669G86WU,2023-12-20,2023-12-10,2023-12-30,5,Completed,Location_ZWN1F,S10DB85R,Chat,Level 3,4,Team_DDS
YH2TTCWJ,T0PTJLQS,Customer_KDJIX,QLGC3@example.com,+1-9715214560,Refund,Issue description for order PAAZZAX2EX,Low,Open,Representative_6MAW7,Resolution for order PAAZZAX2EX,2023-12-10,2023-12-20,2023-12-10,3,Completed,Location_YHN53,HNJQ3Q7P,Chat,Level 3,8,Team_Z0Y
PRMPEX68,VHRMUY22,Customer_MJ508,Z1UU8@example.com,+1-2503042732,Inquiry,Issue description for order NP2MT6SNQK,Low,Closed,Representative_BLMBV,Resolution for order NP2MT6SNQK,2023-12-20,2023-12-10,2023-12-30,3,Pending,Location_HJ8GJ,VS1SI61Q,Email,Level 3,8,Team_AXA
V6S4QYMJ,KT3P5G3V,Customer_4PC2A,08AM2@example.com,+1-5631811958,Refund,Issue description for order IRGT0TJUG1,Low,Open,Representative_MC08E,Resolution for order IRGT0TJUG1,2023-12-15,2023-12-20,2023-12-10,1,Pending,Location_O3XCI,15BYOY2V,Chat,Level 3,7,Team_ZPM
WXKFV3M5,W0J0SYI4,Customer_EF3AT,UCW0K@example.com,+1-9100551515,Complaint,Issue description for order CLYZ88C3BF,High,Open,Representative_34AP5,Resolution for order CLYZ88C3BF,2023-12-10,2023-12-20,2023-12-25,3,Pending,Location_UP20H,REZWE8YT,Email,Level 2,7,Team_JZW
LVWW6GHV,Q4MTJLCM,Customer_MHX70,5FK8U@example.com,+1-4476774008,Inquiry,Issue description for order 3CNLWLRXT3,Low,Open,Representative_FB817,Resolution for order 3CNLWLRXT3,2023-12-10,2023-12-20,2023-12-10,3,Completed,Location_TDID8,6FT6XTTU,Email,Level 2,10,Team_Y4U
GW30SIR9,1C6MXI8F,Customer_IX1KH,W9H8L@example.com,+1-8986579057,Refund,Issue description for order G5LDZEN6Z9,Low,Closed,Representative_511CH,Resolution for order G5LDZEN6Z9,2023-12-10,2023-12-01,2023-12-25,3,Pending,Location_X3HCD,Q0PF47EJ,Phone,Level 2,1,Team_H4H
0E7ZWDD1,M1QT76XC,Customer_M0LUM,G86NT@example.com,+1-6010725978,Refund,Issue description for order LZ0BA3RJJK,Low,In Progress,Representative_XGLCY,Resolution for order LZ0BA3RJJK,2023-12-15,2023-12-20,2023-12-30,2,Completed,Location_B6P1E,UNIMO8FS,Chat,Level 1,6,Team_OH3
PXMGV99I,SKMMC7M2,Customer_H8B8V,D7T5J@example.com,+1-5771556136,Complaint,Issue description for order GXYHKG88MV,Low,Closed,Representative_XGQ3R,Resolution for order GXYHKG88MV,2023-12-20,2023-12-20,2023-12-30,3,Completed,Location_Q7DAY,ZE2C9XYC,Email,Level 2,1,Team_M6W
HWDAJ3PP,P67YWC97,Customer_VOB5U,5NPLB@example.com,+1-1863591570,Refund,Issue description for order EER9U4QPVO,Low,In Progress,Representative_SAOMR,Resolution for order EER9U4QPVO,2023-12-15,2023-12-10,2023-12-25,2,Completed,Location_O2QLA,MZBDODPY,Phone,Level 3,4,Team_1ST
9GA3L9J0,7FY2LREV,Customer_64KA8,EMCJD@example.com,+1-9082354931,Feedback,Issue description for order 79BEGSM73Q,Medium,Closed,Representative_LY0PE,Resolution for order 79BEGSM73Q,2023-12-15,2023-12-20,2023-12-25,4,Completed,Location_R0MHL,F3OWTTBO,Email,Level 3,4,Team_K8W
SLGUF0VL,JRW2IJKC,Customer_8IEEL,U4HN4@example.com,+1-6822087831,Refund,Issue description for order 0LGPTLSOLE,High,In Progress,Representative_G3DMY,Resolution for order 0LGPTLSOLE,2023-12-15,2023-12-10,2023-12-30,2,Pending,Location_57K5R,PW6RY6JG,Chat,Level 1,1,Team_APF
RBG8GXTL,GBM5JXCQ,Customer_EWMEV,ENJXJ@example.com,+1-3472532010,Refund,Issue description for order NJZ7CUH709,High,In Progress,Representative_1JD1N,Resolution for order NJZ7CUH709,2023-12-20,2023-12-01,2023-12-10,4,Pending,Location_KQNIX,WAQ995C0,Chat,Level 3,3,Team_BJ5
5OKSPZDZ,A3UXU4RF,Customer_Q11CD,Q04PN@example.com,+1-4232737236,Complaint,Issue description for order HDSW7DI8AC,High,Open,Representative_OYAQT,Resolution for order HDSW7DI8AC,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_2KR91,XU9Z6UEB,Email,Level 3,5,Team_EK9
X5W3M2HQ,3RLR8A3R,Customer_3GR2Z,9XZLV@example.com,+1-7175061563,Complaint,Issue description for order LSFHVYII9P,Medium,Open,Representative_SM7H8,Resolution for order LSFHVYII9P,2023-12-20,2023-12-20,2023-12-10,2,Pending,Location_VHJMQ,PZZKSNSG,Email,Level 1,2,Team_M9C
GU7T80YI,WJ3KKG8Z,Customer_3I70I,VF219@example.com,+1-1956733935,Refund,Issue description for order Y8HEMUWGXL,Low,Closed,Representative_O8YAV,Resolution for order Y8HEMUWGXL,2023-12-20,2023-12-01,2023-12-30,5,Completed,Location_YKZBO,UATO20B9,Phone,Level 2,8,Team_TUV
IZAT8QJK,EZYB4X2O,Customer_3B0GY,HCE2M@example.com,+1-2485922931,Inquiry,Issue description for order AAC3TUFOO0,Medium,In Progress,Representative_FAVJ5,Resolution for order AAC3TUFOO0,2023-12-15,2023-12-10,2023-12-10,1,Completed,Location_SW6EM,231NM8LP,Email,Level 3,6,Team_3TI
4SFBLOUT,U4CC0RHV,Customer_QUBG8,SFGJY@example.com,+1-5189823911,Complaint,Issue description for order CGKKUTKSCL,Medium,Open,Representative_9HJVI,Resolution for order CGKKUTKSCL,2023-12-15,2023-12-10,2023-12-25,4,Pending,Location_QB0UT,A8NNG7D9,Phone,Level 1,1,Team_74D
TASJOJAH,45AYROF8,Customer_AQK1F,0PLBN@example.com,+1-2083684843,Refund,Issue description for order 8Y5DE9PXYI,High,Open,Representative_CZRY5,Resolution for order 8Y5DE9PXYI,2023-12-10,2023-12-01,2023-12-10,4,Pending,Location_ECBH5,AJ3MJBSH,Phone,Level 2,6,Team_54P
SDCZZ29K,4XDR7UII,Customer_VO7KZ,8L8LT@example.com,+1-5766034361,Feedback,Issue description for order IADKTMXR8U,Medium,Closed,Representative_5UNPG,Resolution for order IADKTMXR8U,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_L18T2,1SXBH9HD,Email,Level 1,8,Team_JAE
0XZ420D7,P64QU1U8,Customer_S8A6E,XM3BH@example.com,+1-8552608970,Feedback,Issue description for order 5I9MGD1LSV,Low,Open,Representative_CBVL9,Resolution for order 5I9MGD1LSV,2023-12-20,2023-12-10,2023-12-10,5,Completed,Location_VWKJ2,RV8WZZ9G,Email,Level 1,9,Team_UF0
RO5NS9TH,8BR2ZDNV,Customer_AKUE0,08WHI@example.com,+1-4395516508,Complaint,Issue description for order WS4O1RLOGM,Low,Open,Representative_O6HMW,Resolution for order WS4O1RLOGM,2023-12-10,2023-12-01,2023-12-30,4,Pending,Location_IVFYD,D2Y5K6JW,Email,Level 3,3,Team_BHP
MDB9EM0V,SISTJ9EM,Customer_L0TCM,B8L1C@example.com,+1-3241229717,Complaint,Issue description for order QU9TJP4H6B,Low,Open,Representative_2C9WM,Resolution for order QU9TJP4H6B,2023-12-15,2023-12-10,2023-12-25,4,Pending,Location_FNYRE,H404VVOR,Email,Level 2,8,Team_BUA
BSC51OBZ,XJF6SDKS,Customer_FJ4HN,3OGCA@example.com,+1-4073653913,Inquiry,Issue description for order 6YXWFGND71,Low,Open,Representative_WRD0Y,Resolution for order 6YXWFGND71,2023-12-20,2023-12-20,2023-12-10,1,Pending,Location_SFPX7,PI94WDO3,Email,Level 3,2,Team_2UY
IXAZQ17D,AYUWNJI2,Customer_WKT9F,VPCNL@example.com,+1-5496865411,Inquiry,Issue description for order RG3JO7H12C,High,In Progress,Representative_3H1Q6,Resolution for order RG3JO7H12C,2023-12-10,2023-12-10,2023-12-10,3,Pending,Location_SVGOU,W25JOUDI,Chat,Level 1,9,Team_C3H
NXY5FZDD,RG0MNY5C,Customer_62K6T,UES76@example.com,+1-7689705063,Feedback,Issue description for order NKH0KSABNI,High,In Progress,Representative_BR9WP,Resolution for order NKH0KSABNI,2023-12-10,2023-12-10,2023-12-25,4,Pending,Location_CLPEO,ZLCH7TDZ,Email,Level 3,10,Team_HHQ
T5TO26TA,L940AW5X,Customer_V9LN6,12H61@example.com,+1-9196383721,Inquiry,Issue description for order NZ85PJBX37,Low,Closed,Representative_GP4CJ,Resolution for order NZ85PJBX37,2023-12-10,2023-12-01,2023-12-30,2,Completed,Location_4B10D,EBFNO6JW,Email,Level 3,9,Team_4NE
NEA0MR2C,Z2QR638B,Customer_QKDAT,3PVNK@example.com,+1-6854828782,Inquiry,Issue description for order 45RZ6PYZCR,Medium,Open,Representative_WVO53,Resolution for order 45RZ6PYZCR,2023-12-10,2023-12-01,2023-12-10,5,Pending,Location_WEYCD,8U61YTXD,Phone,Level 2,10,Team_FS7
P7U8G0L1,UKZROP6L,Customer_J24RC,L1KON@example.com,+1-7973435161,Complaint,Issue description for order BAI72UVGYY,Low,Open,Representative_YAPL7,Resolution for order BAI72UVGYY,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_P6E5K,MNVR6GJ6,Phone,Level 2,3,Team_HV7
NJVU3GKH,Z4XU0N78,Customer_0K1D0,GX58K@example.com,+1-1236352441,Complaint,Issue description for order 560EXZFCTK,Medium,Open,Representative_B7U8O,Resolution for order 560EXZFCTK,2023-12-10,2023-12-10,2023-12-30,3,Pending,Location_QKLLC,Y7TQZDDA,Email,Level 2,2,Team_5VZ
MFX16EZX,HYOO2KW0,Customer_KNDJ1,NLCBK@example.com,+1-8868731598,Refund,Issue description for order 8QZNWWJ0JB,High,In Progress,Representative_70ILI,Resolution for order 8QZNWWJ0JB,2023-12-10,2023-12-10,2023-12-25,2,Pending,Location_KQ16P,1H62I8CQ,Chat,Level 3,2,Team_H7N
J20BRJQN,9X0EG0OZ,Customer_HKZ9Z,WODCG@example.com,+1-4948260852,Inquiry,Issue description for order 3TPMVMXDLM,Low,Open,Representative_0ZI83,Resolution for order 3TPMVMXDLM,2023-12-10,2023-12-01,2023-12-30,5,Pending,Location_HQPS0,7M71ST9L,Phone,Level 3,7,Team_90M
LGMF70LT,QF7QXY0R,Customer_SB7W0,QVNSC@example.com,+1-8705287099,Feedback,Issue description for order ZJZXRWGO9T,Medium,In Progress,Representative_28JD9,Resolution for order ZJZXRWGO9T,2023-12-20,2023-12-10,2023-12-10,4,Completed,Location_2A39P,O9D3QPJR,Chat,Level 2,6,Team_UF4
NCAU9JJX,ZT81B826,Customer_IJEYY,01SQE@example.com,+1-1232151770,Feedback,Issue description for order 16NWJP3EGS,Medium,Open,Representative_VS8HJ,Resolution for order 16NWJP3EGS,2023-12-20,2023-12-20,2023-12-10,1,Completed,Location_4A17J,CUPP7NLI,Email,Level 1,3,Team_ATO
ARPM86SW,Z91KYFTH,Customer_BDWML,ACMDJ@example.com,+1-5725346055,Refund,Issue description for order SWKBTD7XPB,Low,Open,Representative_W4T5V,Resolution for order SWKBTD7XPB,2023-12-20,2023-12-20,2023-12-25,1,Completed,Location_SO0I4,6BYVWGBU,Email,Level 3,1,Team_EHL
7DYPPNG2,QTNI5OCF,Customer_O0QFG,ZOJZU@example.com,+1-9040006447,Complaint,Issue description for order QGBOCCT32A,High,Open,Representative_OESCM,Resolution for order QGBOCCT32A,2023-12-15,2023-12-20,2023-12-10,2,Completed,Location_IN9PB,6KXIQC71,Email,Level 1,4,Team_K2J
GIQG3A67,W9VNYBJZ,Customer_BLXVA,76HL6@example.com,+1-2164315458,Complaint,Issue description for order 0SZ3GSAGBG,High,Closed,Representative_0UWO0,Resolution for order 0SZ3GSAGBG,2023-12-20,2023-12-01,2023-12-25,5,Completed,Location_2WX6B,F5OWD9X2,Email,Level 3,3,Team_JWU
K8UWTEKV,VKPP76SL,Customer_PA80G,W6OXT@example.com,+1-6428883221,Complaint,Issue description for order P6JTQXMQQN,High,Open,Representative_GK5QR,Resolution for order P6JTQXMQQN,2023-12-15,2023-12-20,2023-12-25,4,Completed,Location_5BP05,AXLQUJ3C,Phone,Level 2,9,Team_A4G
J4CIZ306,K61QGLZG,Customer_T5RU9,6SFN2@example.com,+1-4900212493,Complaint,Issue description for order HVTJFOWAYM,Medium,Open,Representative_EZU7B,Resolution for order HVTJFOWAYM,2023-12-10,2023-12-01,2023-12-10,2,Completed,Location_HXWA9,PR3QL0VO,Email,Level 2,6,Team_987
X5HIC1MU,GNY9YZ3Y,Customer_3N9FG,JE0EP@example.com,+1-5035232587,Feedback,Issue description for order QT09GB3OXH,Low,Closed,Representative_XX85P,Resolution for order QT09GB3OXH,2023-12-10,2023-12-01,2023-12-25,2,Pending,Location_WOPSO,PPER2O6H,Chat,Level 1,2,Team_48L
66CO7QF8,G3Y249TP,Customer_O2Q3O,91AF6@example.com,+1-4499118697,Complaint,Issue description for order PPMUZH3N3X,Low,Closed,Representative_3JYU6,Resolution for order PPMUZH3N3X,2023-12-20,2023-12-20,2023-12-25,5,Completed,Location_K3VAG,1JJDP68H,Phone,Level 3,2,Team_6X8
SI1GZ7YK,U1BQ4BC3,Customer_I91TK,7MY7Q@example.com,+1-4951735981,Complaint,Issue description for order YNRNJ9EDU7,Medium,In Progress,Representative_JWYVJ,Resolution for order YNRNJ9EDU7,2023-12-10,2023-12-20,2023-12-25,2,Completed,Location_MKACI,1BL6H0CF,Chat,Level 3,5,Team_TBQ
C3K63Z1K,B8GVZH1Q,Customer_DI30L,17VYQ@example.com,+1-4722881087,Feedback,Issue description for order 0THX9JX894,Low,Closed,Representative_YLS7Y,Resolution for order 0THX9JX894,2023-12-20,2023-12-10,2023-12-10,4,Pending,Location_HHP4K,PVG7PK36,Email,Level 3,8,Team_39H
EI4PDGK9,8RJCJW8A,Customer_B0F5N,KKC0I@example.com,+1-4861872430,Refund,Issue description for order 0L5YIVLRV8,High,In Progress,Representative_4CPL0,Resolution for order 0L5YIVLRV8,2023-12-10,2023-12-10,2023-12-30,4,Completed,Location_KANU3,0R5NFU4J,Chat,Level 1,10,Team_H1H
EUWKO07C,N29R2PP8,Customer_03G20,VH89E@example.com,+1-2020411264,Inquiry,Issue description for order KM7677EDLS,High,In Progress,Representative_YA8CA,Resolution for order KM7677EDLS,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_8BAI9,JBWIUNHJ,Chat,Level 3,9,Team_98V
YBQX8Z5U,EEJZJFTL,Customer_IIGBD,IU7FI@example.com,+1-1383326044,Refund,Issue description for order 8D87MCFKBL,Medium,In Progress,Representative_TTRUM,Resolution for order 8D87MCFKBL,2023-12-15,2023-12-20,2023-12-25,4,Pending,Location_CXPPU,VTYAH03Y,Email,Level 2,6,Team_T76
JZ5G06ZS,4D1IZJ8O,Customer_DB8H0,A9YF5@example.com,+1-8268458406,Complaint,Issue description for order D0KF6C6S09,High,Open,Representative_AX8NU,Resolution for order D0KF6C6S09,2023-12-20,2023-12-10,2023-12-10,3,Completed,Location_FL679,BAQZ77QD,Phone,Level 1,4,Team_2MO
IKLXONQU,4QQJN64N,Customer_MFS5Q,XXXJZ@example.com,+1-9167987345,Inquiry,Issue description for order K96OUDAQ4N,Medium,In Progress,Representative_VLH78,Resolution for order K96OUDAQ4N,2023-12-15,2023-12-10,2023-12-25,4,Completed,Location_ISEW2,9AFJJ5GR,Chat,Level 3,10,Team_CIX
M83RKSYO,YH4CHCBB,Customer_LYXYD,9AQPO@example.com,+1-9132964693,Feedback,Issue description for order 017BCUTTT7,Low,Open,Representative_CTNS6,Resolution for order 017BCUTTT7,2023-12-20,2023-12-20,2023-12-10,5,Completed,Location_2GDTE,TRXD64Y9,Chat,Level 2,9,Team_6HR
LVK5SLSI,GH95P61J,Customer_S0E08,LGKUI@example.com,+1-2204593510,Inquiry,Issue description for order K6RNEHMS83,Medium,Open,Representative_VXLWF,Resolution for order K6RNEHMS83,2023-12-10,2023-12-10,2023-12-25,4,Completed,Location_N45R1,I6MC12PZ,Email,Level 1,1,Team_9BW
LH77ATLH,OO0H9V28,Customer_R4NGQ,SR4T5@example.com,+1-3014671492,Complaint,Issue description for order S6VNYE8LY4,Medium,In Progress,Representative_N82UB,Resolution for order S6VNYE8LY4,2023-12-10,2023-12-10,2023-12-10,5,Completed,Location_WQUNZ,X526QDPZ,Chat,Level 3,1,Team_TD6
37PIWN1C,5DSWYZMN,Customer_O3FJF,0NYBU@example.com,+1-5881900162,Refund,Issue description for order VNZP2TUE1B,Low,Open,Representative_YNFTY,Resolution for order VNZP2TUE1B,2023-12-20,2023-12-20,2023-12-25,3,Pending,Location_6540J,AM35U2IO,Phone,Level 3,4,Team_QFX
W356UJD4,HFJXQ7F4,Customer_VYF0H,V2XC1@example.com,+1-5645447125,Inquiry,Issue description for order DRTCSG8LPS,Medium,Open,Representative_R0SBN,Resolution for order DRTCSG8LPS,2023-12-20,2023-12-01,2023-12-10,2,Pending,Location_K82SR,WQ10A2VB,Email,Level 3,9,Team_W44
